V1,AO_Liking,AO_Behavior,AO_Open,C2_Liking,C2_Behavior,C2_Open,C3_Liking,C3_Behavior,C3_Open,C4_Liking,C4_Behavior,C4_Open,C5_Liking,C5_Behavior,C5_Open,C6_Liking,C6_Behvavior,C6_Open,C7_Liking,C7_Behavior,C7_Open,IH,Villain,MAC,Distinctiveness,Consistency,Consensus,DistinctR,ConsistR,ConsenR,PConsensus1,PDistinct1,PConsist1,PConsensus2,PConsensus3,PDistinct2,PDistinct3,PConsist2,PConsist3,AttSpectrum,AttClosed,IntAtt1,IntAtt2,IntAtt3,IntAtt4,StimAtt1,StimAtt2,StimAtt3,CircAtt1,CircAtt2,CircAtt3,CharLike1,CharLike2,CharLike3,CharLike4,StoryLike1,StoryLike2,StoryLike3,StoryLike4,MoralDis1,MoralDis2,MoralDis3,MoralDis4,MoralDis5,Age,Ethnicity,Q102,Q104,Q105,Q106,Condition,Order
R_vV7Tspmpa9Zgpbj,4.00,4.00,I know absolutely nothing about Agent Orange. ,6.00,6.00,"He is a teen turned masked hero, who saves the lives of random people in need around NYC.",4.00,4.00,Nothing. ,7.00,6.00,"He is a masked vigilante of Gotham, whose goal is to ultimately eliminate the bad guys for the greater good. ",4.00,4.00,Nothing. ,5.00,5.00,I only know of Wolverine from the movies and people appear to like him. ,4.00,4.00,Not sure how Static is. ,,1,,LD,LC,LS,0,0,0,2.00,2.00,7.00,1.00,2.00,2.00,2.00,5.00,6.00,7.00,1.00,7.00,7.00,7.00,7.00,6.00,7.00,7.00,6.00,1.00,6.00,2.00,2.00,2.00,2.00,2.00,5.00,4.00,2.00,2.00,3.00,2.00,2.00,3.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/LC/LS
R_331IxwNIXJ8lLvl,4.00,4.00,Nothing,6.00,6.00,"I know he was bitten my a spider, and as a consequence received spider powers",4.00,4.00,idk,6.00,6.00,I know he's a part of DC,4.00,4.00,nothing,4.00,4.00,nothing,4.00,4.00,nothing,,1,,LD,HC,LS,0,1,0,4.00,4.00,4.00,5.00,5.00,5.00,6.00,6.00,6.00,4.00,2.00,2.00,5.00,4.00,4.00,3.00,3.00,4.00,6.00,3.00,5.00,5.00,4.00,6.00,4.00,4.00,5.00,4.00,6.00,4.00,4.00,5.00,6.00,6.00,20.00,2.00,2.00,3.00,2.00,,ClassicVillain,LD/HC/LS
R_3sBJAhNMly3pJaC,4.00,4.00,not much,7.00,6.00,saves people,4.00,4.00,nothing,4.00,5.00,not much,4.00,4.00,nothing,4.00,4.00,nothing,4.00,4.00,nothing,,1,,HD,LC,LS,1,0,0,2.00,6.00,6.00,7.00,5.00,6.00,6.00,3.00,2.00,1.00,2.00,4.00,3.00,3.00,4.00,4.00,4.00,4.00,3.00,3.00,4.00,5.00,4.00,4.00,4.00,6.00,6.00,6.00,3.00,4.00,5.00,3.00,1.00,6.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,HD/LC/LS
R_2aDlKxmf7nFhiAt,4.00,4.00,I do not know much information about Agent Orange. ,6.00,6.00,Spider man is a teenage male named Peter Parker. He obtained his powers through a spider bite and now uses those powers to help other in the face of danger.,4.00,4.00,I do not know much information about Artemis. ,6.00,5.00,"Batman is a famously rich man named Bruce Wayne. He does not get his powers through a mutation likes other superheros, but rather from his money by creating high tech devices that help him with his efforts to do good.",4.00,4.00,I do not know much information about Scarlet Witch. ,5.00,5.00,The Wolverine is a memeber of the X-Men franchise. ,4.00,4.00,I do not know much information about Static. ,,1,,HD,HC,LS,1,1,0,5.00,6.00,6.00,5.00,4.00,7.00,7.00,1.00,4.00,6.00,2.00,4.00,4.00,6.00,6.00,6.00,6.00,5.00,5.00,2.00,4.00,3.00,2.00,2.00,4.00,5.00,5.00,5.00,5.00,3.00,3.00,4.00,2.00,5.00,19.00,1.00,2.00,3.00,1.00,2.00,ClassicVillain,HD/HC/LS
R_2asrDvkj1JnJsCZ,3.00,4.00,I don't know anything about agent orange. In fact I didn't know he existed until I saw this.,6.00,6.00,He was bit with a radioactive spider which gave him the power to shoot webs out of his hands. He takes it as his responsibility to save people with his powers,4.00,4.00,I've never heard of Artemis until now.,6.00,6.00,He is a rich guy that has all sorts of fancy gadgets and tools which give him the ability to patrol Gothem City and protect them from evil do-ers like the joker and bane.,4.00,4.00,I have never heard of Scarlet Witch until now.,5.00,5.00,Hes a dude from Marvels Xmen that has gian claws that come out of his hands that he uses to slice up bad guys.,4.00,4.00,Static is another one I have never heard of before.,,1,,LD,HC,LS,0,1,0,2.00,2.00,7.00,2.00,6.00,2.00,5.00,6.00,6.00,7.00,1.00,7.00,7.00,6.00,6.00,5.00,4.00,3.00,1.00,2.00,5.00,3.00,2.00,2.00,4.00,2.00,5.00,2.00,2.00,5.00,6.00,5.00,2.00,5.00,21.00,1.00,1.00,3.00,1.00,2.00,ClassicVillain,LD/HC/LS
R_1mRBhRdr0GP68J5,4.00,5.00,i dont know anything,6.00,6.00,"He tries to fight crime in his city, he was bitten by a spider to give him super powers",4.00,5.00,i dont know anything,7.00,6.00,"Bruce Wayne, billionaire. Has access to crazy weapons and armor and stops crime as much as he can usually causes a lot of damage in the process",4.00,4.00,i dont know anything,6.00,6.00,Wolverine is an with the Xmen and tries to stop bad guys with super powers ,4.00,4.00,i dont know anything,,1,,LD,LC,HS,0,0,1,3.00,3.00,6.00,4.00,6.00,6.00,2.00,1.00,5.00,2.00,2.00,4.00,6.00,6.00,6.00,6.00,6.00,5.00,4.00,1.00,7.00,6.00,4.00,4.00,6.00,6.00,5.00,6.00,7.00,4.00,6.00,7.00,2.00,5.00,20.00,1.00,1.00,3.00,1.00,3.00,ClassicVillain,LD/LC/HS
R_zYn2uboOAFcIBah,4.00,4.00,Nothing at all,6.00,5.00,he is a guy who got bit by a spider and possesses similar powers,4.00,4.00,nothing other than the fact she is a Greek goddess,6.00,5.00,he is a rich resident of Gotham City and uses his resources to be a vigilante,4.00,4.00,almost nothing,4.00,4.00,not much,4.00,4.00,almost nothing,,1,,HD,LC,LS,1,0,0,1.00,7.00,7.00,5.00,3.00,6.00,4.00,2.00,2.00,3.00,1.00,5.00,6.00,5.00,5.00,6.00,6.00,5.00,5.00,3.00,6.00,3.00,2.00,3.00,4.00,2.00,5.00,2.00,2.00,4.00,5.00,5.00,5.00,5.00,19.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/LC/LS
R_ZK5DKZAdhATt2uZ,4.00,4.00,"Actually, never heard of him. ",3.00,6.00,"He was bit by a spider, which gave him his powers. ",4.00,4.00,Nothing,5.00,5.00,"Vigilante Super Hero. Chaotic Good. Won't kill anyone usually, but he gets the job done. Responds to bat symbol in the sky. Drives the bat mobile",4.00,4.00,Nothing,5.00,6.00,Has claws in hands.,4.00,4.00,Don't see a picture. Static Shock?,,1,,LD,LC,HS,0,0,1,7.00,2.00,5.00,5.00,4.00,5.00,2.00,3.00,2.00,5.00,1.00,5.00,5.00,6.00,6.00,5.00,5.00,5.00,6.00,3.00,6.00,3.00,2.00,3.00,3.00,6.00,6.00,6.00,6.00,3.00,5.00,5.00,1.00,5.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/LC/HS
R_p5wLsRXUOSy2ukN,4.00,4.00,I really dont know much.,7.00,7.00,I know that his real name is Peter Parker and that he was bit with a radioactive spider which is how he gets his powers. His parents died when he was really little and his uncle Ben and aunt May took care of him. ,4.00,4.00,I dont know Artemis,7.00,6.00,I know that his real name is Bruce Wayne and he watched both his parents get shot in and alley when he was a kid. He comes from a very rich family and his biggest fear is bats and he goes to a different country to get training to become the Batman. ,4.00,4.00,i dont know the Scarlet Witch,6.00,6.00,I know that his real name is Logan and his powers are his steel claws. He falls in love with a woman named Jean who he has to kill because she was brainwashed by bad people.,4.00,4.00,i dont know Static,,1,,HD,HC,LS,1,1,0,6.00,5.00,5.00,5.00,6.00,6.00,3.00,5.00,2.00,3.00,2.00,4.00,3.00,3.00,3.00,5.00,5.00,4.00,4.00,2.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.00,4.00,4.00,3.00,5.00,20.00,1.00,2.00,2.00,1.00,2.00,ClassicVillain,HD/HC/LS
R_1rvjnGtoNZbzzLt,4.00,4.00,I know nothing,5.00,6.00,he can shoot webs and is involved with media,4.00,4.00,nothing,5.00,6.00,he has a lot of money,4.00,4.00,nothing,4.00,4.00,nothing,4.00,4.00,nothing,,1,,LD,HC,LS,0,1,0,5.00,4.00,5.00,7.00,3.00,6.00,7.00,7.00,7.00,5.00,1.00,6.00,7.00,5.00,5.00,5.00,6.00,5.00,3.00,6.00,5.00,5.00,3.00,3.00,4.00,5.00,6.00,5.00,5.00,2.00,2.00,7.00,2.00,1.00,18.00,1.00,1.00,1.00,2.00,,ClassicVillain,LD/HC/LS
R_2rjUmjuYHOdaxe0,4.00,5.00,He is orange,7.00,7.00,He is a superhero,4.00,4.00,I do not know of Artemis.,7.00,6.00,He drives the batmobile and saves Gothem.,4.00,4.00,Nothing,7.00,5.00,He has really long claws and has a lot of movies.,4.00,4.00,N/a,,1,,LD,HC,LS,0,1,0,2.00,5.00,5.00,1.00,4.00,2.00,2.00,6.00,6.00,7.00,1.00,6.00,6.00,7.00,7.00,1.00,1.00,2.00,2.00,3.00,3.00,5.00,2.00,4.00,3.00,6.00,5.00,5.00,3.00,2.00,6.00,2.00,2.00,4.00,21.00,1.00,1.00,3.00,1.00,2.00,ClassicVillain,LD/HC/LS
R_3fxdakoHpMslVtT,4.00,2.00,I don't know agent orange,7.00,7.00,"He is a hero, helps people",4.00,3.00,I ave never heard of Artemis,5.00,7.00,Batman is a hero,4.00,3.00,I don't know who Scarlet WItch is but she seems like a villain,5.00,4.00,"I have heard of Wolverine, I am assuming he is good but I do not know much about him.",4.00,4.00,I have never heard of Static,,1,,LD,LC,LS,0,0,0,1.00,7.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,7.00,1.00,7.00,4.00,7.00,4.00,6.00,6.00,2.00,2.00,4.00,6.00,2.00,1.00,2.00,2.00,1.00,5.00,5.00,3.00,1.00,3.00,2.00,1.00,5.00,21.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/LC/LS
R_Zr8BNf5PgSbCpI5,4.00,4.00,Absolutely nothing. Never heard the name.,6.00,7.00,I know that he was bitten by a spider and turned into spider man and saves people from destruction/evil.,4.00,4.00,Nothing. Never heard of her.,5.00,5.00,"Not much at all, I've seen a batman movie once. ",4.00,4.00,Nothing. Never heard of her.,4.00,4.00,Nothing. Never heard of her. ,4.00,4.00,Nothing. Never heard of him.,,1,,HD,LC,LS,1,0,0,2.00,7.00,4.00,2.00,4.00,1.00,4.00,2.00,4.00,5.00,2.00,5.00,4.00,7.00,5.00,6.00,5.00,5.00,5.00,1.00,7.00,3.00,3.00,2.00,4.00,4.00,5.00,4.00,2.00,4.00,5.00,2.00,1.00,5.00,20.00,1.00,2.00,2.00,2.00,,ClassicVillain,HD/LC/LS
R_sGXlDKNiLKHrSrn,4.00,4.00,Nothing,7.00,5.00,He was bitten by a spider and now he can shoot webs from his wrists. ,4.00,4.00,Nothing,5.00,6.00,He is an orphan and fights crime. No real superpowers but he has a lot of $$.,6.00,6.00,"Nothing really but I've seen movies with her in them, so I think I like her. ",6.00,5.00,"He has knives for hands, and kind of does his own thing a lot.",4.00,4.00,Nothing,,1,,LD,LC,HS,0,0,1,1.00,6.00,1.00,2.00,4.00,6.00,6.00,1.00,1.00,5.00,1.00,5.00,5.00,6.00,6.00,5.00,5.00,4.00,3.00,2.00,5.00,2.00,1.00,2.00,2.00,3.00,5.00,3.00,2.00,3.00,2.00,4.00,1.00,4.00,20.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/LC/HS
R_10DgIEZtj3zQXue,4.00,4.00,nothing,6.00,7.00,He will always rescue the one girl he likes,4.00,4.00,nothing,5.00,5.00,He just seems like a mostly selfish character that doesnt do a lot of good just moderately not terrible things,4.00,4.00,nothing,7.00,7.00,He is a hero always and has had a very rough past,4.00,4.00,nothing,,1,,LD,LC,LS,0,0,0,2.00,2.00,5.00,3.00,5.00,2.00,3.00,5.00,6.00,1.00,3.00,4.00,7.00,7.00,7.00,5.00,5.00,6.00,5.00,2.00,7.00,2.00,1.00,2.00,4.00,4.00,4.00,4.00,2.00,1.00,5.00,3.00,1.00,5.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/LC/LS
R_SOePDh0CnI3brQR,4.00,3.00,nothing,7.00,7.00,"peter parker, radioactive spider, fights bad guys",4.00,4.00,nothing,6.00,5.00,"gotham city, joker is enemy, wears costume to protect identity",4.00,4.00,nothing,5.00,4.00,x-men,4.00,4.00,nothing,,1,,HD,HC,LS,1,1,0,2.00,5.00,2.00,3.00,6.00,6.00,5.00,6.00,3.00,5.00,2.00,3.00,4.00,5.00,5.00,5.00,5.00,3.00,3.00,2.00,5.00,3.00,2.00,3.00,3.00,1.00,5.00,1.00,2.00,3.00,2.00,5.00,3.00,2.00,21.00,1.00,2.00,4.00,2.00,,ClassicVillain,HD/HC/LS
R_3kjGG91K96di0cn,4.00,4.00,I don't know a single thing about Agent Orange besides that he's orange.,6.00,6.00,He can jump from wall to wall. ,4.00,2.00,I don't know a thing about Artemis.,6.00,6.00,He drives the Bat Mobile.,4.00,4.00,I don't know anything about Scarlet Witch.,1.00,1.00,I don't know anything about Wolverine but assuming he's bad because most Wolverines are,4.00,4.00,I don't know anything about Static.,,1,,HD,LC,LS,1,0,0,2.00,6.00,6.00,2.00,6.00,6.00,6.00,2.00,2.00,2.00,3.00,5.00,2.00,5.00,4.00,6.00,5.00,5.00,3.00,5.00,4.00,2.00,4.00,2.00,5.00,2.00,2.00,2.00,1.00,5.00,5.00,5.00,2.00,5.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,HD/LC/LS
R_3MoJKTsveDuJ8xW,3.00,2.00,"not much, but with a name like agent orange it can't be good",6.00,6.00,"spidey senses, mary jane, all the movie stuff",4.00,4.00,nothing,5.00,6.00,anything from the movies,4.00,4.00,nothing,5.00,6.00,hugh jackman,4.00,4.00,nothing,,1,,LD,LC,LS,0,0,0,2.00,2.00,7.00,3.00,2.00,6.00,2.00,3.00,3.00,6.00,1.00,6.00,6.00,5.00,5.00,3.00,4.00,4.00,2.00,2.00,2.00,3.00,1.00,1.00,2.00,4.00,6.00,5.00,5.00,3.00,2.00,3.00,1.00,3.00,21.00,1.00,2.00,3.00,1.00,2.00,ClassicVillain,LD/LC/LS
R_Za8o1XSXT78X78Z,4.00,4.00,Nothing,6.00,7.00,He is a superhero who puts the safety of his town before his own.,4.00,4.00,Nothing,7.00,7.00,He is a superhero who always wants to help people and save the day,4.00,4.00,Nothing,5.00,6.00,He is a superhero who wants to help those in need,4.00,4.00,Nothing,,1,,LD,LC,HS,0,0,1,3.00,6.00,5.00,6.00,6.00,5.00,5.00,2.00,2.00,2.00,3.00,3.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,5.00,4.00,5.00,4.00,5.00,5.00,6.00,5.00,6.00,5.00,6.00,4.00,5.00,3.00,5.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/LC/HS
R_1FE4cUFjxp85mdv,4.00,4.00,I do not know anything about Agent Orange.,6.00,6.00,I have seen all of the Spider-Man movies and that is as much as I know.,4.00,4.00,I do not know anything about Artemis.,7.00,6.00,I have seen all of the Batman movies.,4.00,4.00,I do not know anything about Scarlet Witch.,4.00,4.00,I do not know anything about Wolverine.,4.00,4.00,I do not know anything about Static.,,1,,LD,HC,HS,0,1,1,5.00,6.00,3.00,3.00,6.00,4.00,6.00,2.00,2.00,3.00,2.00,3.00,2.00,3.00,5.00,6.00,6.00,5.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,1.00,1.00,5.00,5.00,6.00,1.00,7.00,21.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/HC/HS
R_1NqpDaj6lOl8Tjo,4.00,4.00,Nothing,5.00,6.00,He is a marvel super hero,4.00,4.00,nothing,6.00,3.00,He is a DC superhero,4.00,4.00,nothing,3.00,5.00,He is a super hero that is associated with x-men,4.00,4.00,nothing,,1,,LD,HC,HS,0,1,1,2.00,3.00,7.00,3.00,5.00,6.00,3.00,5.00,6.00,3.00,2.00,4.00,3.00,4.00,5.00,5.00,4.00,5.00,3.00,2.00,2.00,2.00,2.00,2.00,4.00,3.00,5.00,3.00,2.00,5.00,3.00,5.00,5.00,6.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,LD/HC/HS
R_1LuH7TifdhAgHqJ,3.00,4.00,nothing,7.00,7.00,"hes a great super hero, one of my favorites",3.00,4.00,nothing,,,,5.00,4.00,nothing,3.00,4.00,go green,3.00,4.00,nothing,,1,,HD,LC,LS,1,0,0,1.00,6.00,6.00,5.00,4.00,4.00,5.00,4.00,2.00,4.00,3.00,2.00,6.00,4.00,3.00,5.00,3.00,5.00,3.00,4.00,3.00,3.00,3.00,2.00,3.00,2.00,6.00,4.00,2.00,4.00,3.00,3.00,3.00,5.00,20.00,1.00,1.00,3.00,2.00,,ClassicVillain,HD/LC/LS
R_AuhqXZbQxY9BLXz,4.00,4.00,I know nothing about him,5.00,6.00,He was a normal boy bit by a spider.,4.00,4.00,I know nothing about them,6.00,6.00,He has his batcave and batmobile. Both of his parents are dead.,4.00,4.00,I know nothing about her.,6.00,6.00,Just that he has claws in his hands,4.00,4.00,I know nothing about static,,1,,LD,HC,HS,0,1,1,2.00,6.00,6.00,1.00,4.00,6.00,6.00,2.00,5.00,6.00,2.00,4.00,5.00,3.00,5.00,5.00,5.00,2.00,2.00,1.00,4.00,3.00,2.00,3.00,3.00,3.00,4.00,3.00,3.00,2.00,2.00,6.00,4.00,4.00,20.00,1.00,2.00,3.00,1.00,2.00,ClassicVillain,LD/HC/HS
R_3jUHNAD1YTTMwHb,4.00,4.00,I know nothing to be honest.,6.00,6.00,That he tries to protect innocent people from the villains and bad guys. ,4.00,4.00,Don't know who that is.,6.00,6.00,Tries to stop crime in Gotham.,4.00,4.00,Don't know who that is.,6.00,6.00,He has the three claws that come out when he is angry or is about to fight.,4.00,4.00,Do not know who he is.,,1,,HD,LC,HS,1,0,1,5.00,7.00,5.00,4.00,6.00,7.00,7.00,2.00,4.00,1.00,2.00,4.00,4.00,7.00,6.00,7.00,7.00,5.00,5.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,4.00,5.00,4.00,2.00,4.00,20.00,1.00,1.00,2.00,2.00,,ClassicVillain,HD/LC/HS
R_3fqUJ8tj0k5mw5m,3.00,4.00,Absolutely nothing.,7.00,6.00,I know that Spider-Man is a teenage boy named Peter Parker who was bitten by a radioactive spider. He fights for justice while also suffering from the consequences of being an awkward teen in the modern era.,4.00,4.00,Nothing.,7.00,6.00,Batman is billionaire Bruce Wayne. Bruce inherited his wealth at a young age when his parents were shot and killed in front of him.Batman is a vigilante who fights for justice.,5.00,5.00,I really only know about the Scarlet Witch in the Marvel Cinematic Universe. I know that she is a young woman with incredible powers and is struggling with controlling them. ,7.00,5.00,"I really only know the Wolverine represented in the 20th Century Fox universe. He is Canadian and has a bad temper, but will fight for good.",4.00,4.00,I know nothing.,,1,,HD,HC,LS,1,1,0,2.00,5.00,6.00,2.00,4.00,6.00,6.00,4.00,4.00,6.00,2.00,5.00,5.00,7.00,6.00,7.00,5.00,6.00,6.00,4.00,6.00,2.00,2.00,2.00,3.00,5.00,6.00,5.00,6.00,2.00,2.00,6.00,2.00,5.00,19.00,13.00,2.00,2.00,2.00,,ClassicVillain,HD/HC/LS
R_7QHkoyl18dA02lj,4.00,4.00,I do not know anything about Agent Orange,5.00,6.00,"He is a superhero, he was bitten by a radioactive spider.",4.00,4.00,Nothing.,6.00,3.00,He's generally good but not always.,4.00,4.00,Nothing.,4.00,4.00,Nothing.,4.00,4.00,Nothing.,,1,,LD,HC,LS,0,1,0,1.00,1.00,7.00,1.00,3.00,5.00,5.00,5.00,7.00,5.00,1.00,6.00,7.00,7.00,6.00,4.00,5.00,5.00,1.00,1.00,6.00,3.00,2.00,2.00,3.00,5.00,5.00,5.00,5.00,2.00,3.00,5.00,1.00,4.00,20.00,1.00,2.00,2.00,2.00,,ClassicVillain,LD/HC/LS
R_XmHFZfYPHqB97Oh,4.00,4.00,I know nothing about him.,7.00,5.00,I am a fan of his movies but do not watch alot. ,4.00,4.00,I dont know who this is. ,7.00,5.00,"I am a fan, i know he has the batmobile",4.00,4.00,I dont know who this is,3.00,4.00,Not much at all,4.00,4.00,I dont know who this is,,1,,HD,HC,LS,1,1,0,1.00,4.00,7.00,2.00,2.00,6.00,6.00,6.00,7.00,6.00,1.00,3.00,6.00,3.00,3.00,3.00,4.00,3.00,1.00,3.00,4.00,2.00,1.00,2.00,2.00,2.00,3.00,2.00,1.00,2.00,4.00,2.00,1.00,4.00,20.00,1.00,2.00,3.00,2.00,,ClassicVillain,HD/HC/LS
R_1ZlZQrWHv3MFYZ3,4.00,4.00,Never heard about Agent Orange.,6.00,5.00,"He was bite by a spider, became spider man, fell in love, and he is heroic.",4.00,4.00,Never heard of Artemis. ,6.00,5.00,Can't really remember the purpose of his movie. ,4.00,4.00,Never heard of Scarlet Witch,4.00,4.00,"Heard about his movies, I heard positive reviews about him, but I personally don't know much about him.",4.00,4.00,Never heard if Static. ,,1,,HD,LC,HS,1,0,1,1.00,4.00,7.00,4.00,3.00,6.00,6.00,3.00,4.00,7.00,2.00,7.00,7.00,1.00,3.00,3.00,1.00,7.00,1.00,4.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,7.00,1.00,1.00,1.00,1.00,1.00,20.00,13.00,2.00,3.00,2.00,,ClassicVillain,HD/LC/HS
R_YPPKZRp58LB6kCd,4.00,4.00,nothing,5.00,6.00,he got bit by a spider and became a human version of a spider can shoot webbing from his hands and swing around and saves lives and what not,4.00,4.00,nothing,6.00,6.00,batman is a rich man who saves lives but is also working against the police at times but he does more good then bad,4.00,4.00,nothing,6.00,6.00,only know him from the movies but he is a xmen character so he is a mutant that has metal for bones after scientists inject it into him and he kills lots of people but does more good then bad,4.00,4.00,nothing,,1,,LD,LC,HS,0,0,1,5.00,1.00,7.00,2.00,5.00,5.00,5.00,5.00,5.00,7.00,2.00,5.00,6.00,6.00,5.00,6.00,6.00,5.00,4.00,3.00,3.00,4.00,2.00,2.00,3.00,4.00,1.00,3.00,2.00,3.00,1.00,1.00,1.00,3.00,22.00,1.00,2.00,3.00,1.00,2.00,ClassicVillain,LD/LC/HS
R_26nlKVtTnC8KwvA,3.00,3.00,Not much,6.00,6.00,He was bit by a spider,4.00,4.00,Nothing,6.00,3.00,"His parents were killed, he's rich, and scared of bats",6.00,3.00,She's part of the avengers now,6.00,3.00,Has sharp metal claws that come out of his hands. He also heals really fast,4.00,4.00,Nothing,,1,,LD,HC,LS,0,1,0,2.00,2.00,6.00,2.00,6.00,6.00,2.00,7.00,5.00,5.00,2.00,5.00,5.00,7.00,5.00,6.00,6.00,5.00,3.00,2.00,7.00,4.00,3.00,4.00,5.00,5.00,5.00,5.00,5.00,3.00,5.00,5.00,1.00,6.00,19.00,1.00,2.00,2.00,1.00,2.00,ClassicVillain,LD/HC/LS
R_1PbdImiZa9MnXgC,4.00,4.00,zero,4.00,4.00,movie character,4.00,4.00,nothing,4.00,4.00,movie superhero,4.00,4.00,zero,4.00,4.00,movie superhero,4.00,4.00,zero,,1,,HD,LC,LS,1,0,0,4.00,3.00,2.00,5.00,6.00,1.00,1.00,4.00,6.00,4.00,3.00,7.00,5.00,7.00,7.00,6.00,4.00,3.00,4.00,5.00,5.00,5.00,7.00,6.00,7.00,5.00,6.00,7.00,5.00,6.00,7.00,5.00,5.00,4.00,20.00,1.00,1.00,3.00,2.00,,ClassicVillain,HD/LC/LS
R_0632cCtE5LbCIw1,4.00,4.00,i don't know who this person is. ,5.00,7.00,I know he's a kid who got bitten by a spider and fights bad guys as a super hero.,4.00,4.00,Never heard of this person.,6.00,7.00,He's a super hero based on his gadgets no super powers.,4.00,4.00,Never heard of this person. ,6.00,5.00,"he has special powers and blades that come out of his hands, and he wasn't always on the good side. ",4.00,4.00,Never heard of him,,1,,LD,LC,HS,0,0,1,5.00,2.00,2.00,7.00,3.00,4.00,5.00,1.00,3.00,2.00,2.00,5.00,7.00,7.00,4.00,7.00,6.00,3.00,1.00,3.00,3.00,1.00,1.00,1.00,1.00,4.00,6.00,5.00,4.00,2.00,3.00,7.00,1.00,4.00,20.00,2.00,2.00,3.00,2.00,,ClassicVillain,LD/LC/HS
R_3CBGRgcfO5GPuDa,3.00,3.00,He's orange and looks like a combination of Iron man and Spider man,6.00,6.00,He fights off the villians to save the situation ,4.00,4.00,Shes a curly headed brunette and looks constipated.,7.00,6.00,He's really millionaire bruce wayne,4.00,4.00,I have never heard of her,1.00,1.00,he SUCKS,4.00,4.00,"I never heard of him, but I picture staticy hair",,1,,LD,LC,LS,0,0,0,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,1.00,2.00,1.00,4.00,1.00,1.00,1.00,1.00,4.00,4.00,4.00,4.00,4.00,22.00,1.00,2.00,3.00,1.00,2.00,ClassicVillain,LD/LC/LS
R_OEjmJjsLH9XgHCx,4.00,4.00,I do not know anything about Agent Orange. This is my first time hearing this character's name and looking at the character's photo.,6.00,6.00,"I have seen several episodes of 'Spider-Man Series' movies. I know that Spider-Man is a super hero who is usually a normal human. but when something happens that needs his help, Spider-Man turns into a super hero and uses his power to save people and the world and fight against the villian.",4.00,4.00,I do not know anything about Artemis. This is my first time hearing this character's name and looking at the character's photo.,6.00,6.00,"I know that Batman is known for his facial mask and that he is a super-hero. I kinda remember that similar as Super-Man, Batman also works for saving people from the evil side that wants to destroy the peace of the Earth. I also remember that Super-Man and Batman are friends with each other, but they had a conflict in the movie 'Super-Man vs. Batman'.",4.00,4.00,I do not know anything about Scarlet Witch. This is my first time hearing this character's name and looking at the character's photo.,5.00,5.00,"I have heard the name 'Wolverine' and the photo of the character also looks familiar to me, but I do not know much about what types of character it is or which roles does it perform.",4.00,4.00,I do not know anything about Static. This is my first time hearing this character's name and looking at the character's photo.,,1,,HD,LC,HS,1,0,1,2.00,6.00,5.00,3.00,3.00,7.00,7.00,1.00,3.00,3.00,2.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,2.00,2.00,2.00,2.00,5.00,5.00,3.00,5.00,3.00,3.00,4.00,3.00,4.00,21.00,11.00,2.00,3.00,2.00,,ClassicVillain,HD/LC/HS
R_26kARUJ2lOlR8By,4.00,4.00,I don't know much about agent orange.,7.00,6.00,"Spider-man is very cool and likes to do good things for people.  Although not always perfect, he always has the greater good in mind.",4.00,4.00,I don't really know Artemis.,7.00,6.00,Batman likes to help people and is a great guy for the most part.,4.00,4.00,I don't really know Scarlet Witch.,4.00,4.00,I don't know much about Wolverine.,4.00,4.00,I don't really know anything about Static.,,1,,LD,HC,HS,0,1,1,1.00,2.00,7.00,2.00,2.00,4.00,4.00,5.00,7.00,7.00,3.00,5.00,7.00,7.00,7.00,4.00,2.00,4.00,2.00,3.00,5.00,2.00,1.00,1.00,2.00,4.00,5.00,5.00,4.00,1.00,1.00,6.00,1.00,2.00,19.00,1.00,2.00,2.00,1.00,4.00,ClassicVillain,LD/HC/HS
